"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AKAP6",2286.21336331059,-0.586341157374823,0.136279507079244,-4.30248956678333,1.68889625994987e-05,5.38091440227377e-05
"MLLT4",26039.8232723006,-0.331064124550746,0.088405912928153,-3.74481879758201,0.000180524019203484,0.000477146340127672
"S100A14",12494.5634628966,1.16983026855914,0.210325587041805,5.56199692587387,2.66704992003806e-08,1.40217551770105e-07
"TMEM179B",4760.54489614703,0.150514662706433,0.0755120058562436,1.99325472816833,0.0462335610127004,0.0729736048392132
"IL23A",131.145435108553,1.38265616999498,0.20214336575728,6.83997797709163,7.92053559157171e-12,7.435972212848e-11
"PSMA3",6989.58830073589,0.249845807938117,0.102265519287832,2.44310897434465,0.0145613396615071,0.0259542159288979
"DPM1",3008.34318368235,0.0360072539485415,0.0651331727621286,0.552825118469859,0.580383166758694,0.651771841897621
"C3orf54",405.097611345407,-1.53756808690273,0.154367952132417,-9.96040995338079,2.27124215266278e-23,9.06749751716908e-22
"HSD17B10",4018.73898716477,0.338691850756284,0.0945062146067374,3.58380506684836,0.000338624844092276,0.000847546119608231
"LIFR",30541.4111000549,-1.33465442130582,0.187364250075055,-7.12331419025338,1.05362262524092e-12,1.12599659754495e-11
"DICER1",12317.9135370175,-0.379022428185012,0.107580443722924,-3.52315360551212,0.00042644413096101,0.00104765816904743
"IL27",27.4960360645901,-1.43125470178578,0.241113716580074,-5.93601526319826,2.92032625641178e-09,1.79176489105883e-08
"APRT",5371.16189480103,0.703443390628462,0.125940735070742,5.58551123457659,2.3301372322265e-08,1.23725885932572e-07
"LOC388948",9.37031160856091,-1.00386407723711,0.22145064427796,-4.53312782408112,5.81166213251948e-06,2.0180794857493e-05
"LOC645513",473.223255695865,0.0212143912942502,0.0900142957286506,0.235678023390876,0.813682524368605,0.854018562392789
"C7orf23",4723.10707182684,0.123529960981784,0.176036926667245,0.701727548421063,0.482849089468899,0.56065560004245
"VGLL3",10890.199616119,-1.36975005741983,0.192093823844127,-7.13063038680153,9.9910279956006e-13,1.07169262140409e-11
"HSD52",5.79578410012448,-1.79379442290465,0.363912517572717,-4.92919132012605,8.25706845380078e-07,3.33462335541464e-06
"OR8G5",5.43620670174515,-0.0173366186289926,0.516009604637317,-0.0335974727470003,0.973198137587834,0.979992113488987
