"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GP9",32.0734433399166,-2.81321728267551,0.330637747273083,1.12834828074895e-18,2.58651161388896e-17
"FUT9",68.2717990401622,4.90434289913289,0.482628834960598,1.13458734155471e-18,2.59787131000101e-17
"RADIL",1003.38580453433,-1.72956980254721,0.201764787786298,1.17321233660491e-18,2.68327580849943e-17
"CKMT1A",137.706412441361,2.94718801948908,0.346568891533958,1.25048759350557e-18,2.85356475537163e-17
"EPB41L2",15278.4850531533,-1.31582354929712,0.152797861395255,1.33446040883589e-18,3.04175823595127e-17
"CRYM",3811.82632460424,3.30176380541153,0.389225118544374,1.43357591756041e-18,3.26033821880227e-17
"PHACTR2",14939.6479735797,-1.11988582690395,0.129581382315188,1.46404688685651e-18,3.32590045307099e-17
"CILP2",519.207417792568,2.82191422904017,0.332074203006563,1.50116928144882e-18,3.4057552692001e-17
"LOC400456",107.401563608449,-1.61218800772295,0.188591458509203,1.55579442856571e-18,3.52246476829962e-17
"TMEM45B",2831.20740012462,1.80132691526512,0.211287232488088,1.67416182578761e-18,3.78199882988472e-17
"GRASP",2996.17709851561,-1.69422397921663,0.19848890333405,1.73642585914748e-18,3.91391935579112e-17
"FLJ34503",116.610323314304,-2.57466813059982,0.304086827876159,1.79452688769449e-18,4.04038028184918e-17
"STRA6",777.302177616542,3.92356079327781,0.464683785899705,1.80492914616235e-18,4.05928564971913e-17
"TMEM110-MUSTN1",305.203251364124,-1.55994077890912,0.183053367011883,1.84887651658046e-18,4.15350827659324e-17
"UMODL1",127.456115964168,3.21089393289559,0.379642291654554,1.85115095929175e-18,4.15400737993618e-17
"WNT10A",584.64659983524,2.0949298740289,0.246624699635663,2.02938530323054e-18,4.54389246932404e-17
"FEZ1",2633.52213502414,-1.49015236619409,0.174533775168931,2.0458005217323e-18,4.57558545418601e-17
"RAI2",3384.24999604324,-1.2588245856654,0.14685238090854,2.08235627909573e-18,4.65220457452282e-17
"GRTP1",673.440451991751,1.24359116953839,0.145017325322014,2.15375867480456e-18,4.80112657893382e-17
"FAM167B",809.192513495852,-1.28644688258667,0.150136058079716,2.15243317951212e-18,4.80112657893382e-17
"GHR",1385.26671523797,-1.67630401856987,0.197016121138442,2.24517563858992e-18,4.99391209897788e-17
"ALG1L",314.808708063973,2.2912764271367,0.270838219485339,2.26673327015717e-18,5.03632800452814e-17
"CAPN12",684.079285848184,1.40382619262898,0.164364910896733,2.30352161367922e-18,5.1124540550966e-17
"GIPC3",957.645083535924,-1.43362959695159,0.168073877484334,2.39061049446831e-18,5.29412987073665e-17
"PRR19",60.5383762157968,1.54045250795638,0.180751921868941,2.47362896713566e-18,5.47199168566042e-17
"C6orf141",182.862698822388,2.25852079993492,0.267028296921799,2.47939478917309e-18,5.47875872572626e-17
