"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ATXN7L1",1415.59141377101,-0.331280270305572,0.0849003980103708,8.07023694116219e-05,0.000226906050737691
"DCP2",5991.1264280708,-0.0558604088894509,0.0978724403156297,0.561316021793579,0.634513436676188
"PDE6G",165.744613226006,0.0524030554702338,0.169973537895833,0.750538620553648,0.801289742002552
"LOC100507567",289.300668716941,-0.154273993453832,0.124489355929096,0.205417948319596,0.270500598005136
"OR7E24",5.35809680582504,0.518175363558154,0.303308228774216,0.0519910633491647,0.0809127412925145
"SLMO2-ATP5E",8819.92930917881,0.388094442438455,0.0949206790452009,3.1506869245426e-05,9.54972357587105e-05
"MRPL50",1985.08687440509,0.178292901260313,0.07145605326599,0.0120268317019664,0.0218092725747628
"C18orf1",4434.04111328531,0.183423270126938,0.131588517955393,0.156754749156125,0.21412288282286
"SNORD9",4.24525024566874,-0.117484027147162,0.311159139652703,0.662030008506241,0.725469622769467
"SNORD12B",18.8837305004102,0.617979820202631,0.237411777216096,0.00495604482449709,0.00980503404287417
"MDS2",40.6376799662132,0.0654192436664207,0.122260021763614,0.585990523764142,0.656793520765823
"TAS2R31",20.4341422534848,-0.185060743759034,0.176639763689335,0.274933787380234,0.347808424397707
"SPATA8",1.87292733893601,0.660400656766826,0.625372095392029,0.0853461893184588,0.12535318322291
"DSP",22289.4161720648,1.45155363249039,0.291614314341543,1.26915561606662e-07,5.94102192988075e-07
"ESRRG",377.955861111507,0.535552039393693,0.240505376509291,0.015691172611322,0.0277360077570315
"ARPC5L",3939.4076570305,0.410664977978273,0.0956074619728646,1.36056780579225e-05,4.40205450080578e-05
"BCAT1",17360.4979122295,2.0642815934757,0.344705867099262,2.445040201129e-10,1.79702464455527e-09
"CCPG1",18298.9311375458,0.208817874670139,0.0945123761933462,0.0272291330615052,0.0454402574241839
"FAM70B",566.694599965531,-0.84360922115081,0.152483872988446,1.25408296785139e-08,6.94117947833743e-08
"IGSF6",3599.24756485144,-0.136493020223043,0.17301262449959,0.402580042299174,0.481910381227605
"DSCR8",4.25517197641846,2.52577821946456,1.56534399188003,0.00267640777013062,0.0055917805197372
"MAGI3",9915.81007598377,-0.536392721941282,0.130351017516736,2.35719368286829e-05,7.32202395368494e-05
"RPL5",68104.2420673074,0.123344858309073,0.0862234438333863,0.149021428045812,0.204761572539222
"PPIB",16245.8679665659,0.628199284553241,0.0940205698192946,1.31121607093373e-11,1.1874865544416e-10
"C5orf49",980.76900918632,-0.598630492435173,0.286323859381855,0.0182772631012185,0.0317990443898713
"TARP",754.440218667246,-0.951999379436793,0.168416927880267,4.78136781794447e-09,2.81745752556082e-08
"PTPRD",2864.31931707022,-1.24279121810665,0.195604891019978,4.18533125090298e-11,3.50352728906233e-10
